"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","HUN","Hungary","2000","2000",8.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","HUN","Hungary","2001","2001",8.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","HUN","Hungary","2002","2002",8.5,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","HUN","Hungary","2003","2003",8.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","HUN","Hungary","2004","2004",8.6,"B","Break"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","HUN","Hungary","2005","2005",8.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","HUN","Hungary","2006","2006",8.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","HUN","Hungary","2007","2007",8.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","HUN","Hungary","2008","2008",9.2,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","HUN","Hungary","2009","2009",9.2,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","HUN","Hungary","2010","2010",9.5,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","HUN","Hungary","2011","2011",9.5,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","HUN","Hungary","2012","2012",9.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","HUN","Hungary","2013","2013",9.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","HUN","Hungary","2014","2014",9.5,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","HUN","Hungary","2015","2015",9.5,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","HUN","Hungary","2016","2016",9.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","HUN","Hungary","2017","2017",9.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","HUN","Hungary","2018","2018",9.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ISR","Israel","2000","2000",10.2,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ISR","Israel","2001","2001",7.2,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ISR","Israel","2002","2002",7.2,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ISR","Israel","2003","2003",7.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ISR","Israel","2004","2004",7.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ISR","Israel","2005","2005",7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ISR","Israel","2006","2006",8.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ISR","Israel","2007","2007",6.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ISR","Israel","2008","2008",6.2,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ISR","Israel","2009","2009",6.2,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ISR","Israel","2010","2010",6.3,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ISR","Israel","2011","2011",6.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ISR","Israel","2012","2012",6.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ISR","Israel","2013","2013",6.3,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ISR","Israel","2014","2014",6.3,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ISR","Israel","2015","2015",6.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ISR","Israel","2016","2016",6.3,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ISR","Israel","2017","2017",6.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","ISR","Israel","2018","2018",6.1,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","SVK","Slovak Republic","2000","2000",8.4,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","SVK","Slovak Republic","2001","2001",8.1,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","SVK","Slovak Republic","2002","2002",7.7,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","SVK","Slovak Republic","2003","2003",7.4,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","SVK","Slovak Republic","2004","2004",7.3,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","SVK","Slovak Republic","2005","2005",7.3,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","SVK","Slovak Republic","2006","2006",7.2,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","SVK","Slovak Republic","2007","2007",7,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","SVK","Slovak Republic","2008","2008",6.9,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","SVK","Slovak Republic","2009","2009",6.7,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","SVK","Slovak Republic","2010","2010",6.6,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","SVK","Slovak Republic","2011","2011",6.3,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","SVK","Slovak Republic","2012","2012",6.2,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","SVK","Slovak Republic","2013","2013",6.2,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","SVK","Slovak Republic","2014","2014",7,"B","Break"
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","SVK","Slovak Republic","2015","2015",6.9,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","SVK","Slovak Republic","2016","2016",6.8,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","SVK","Slovak Republic","2017","2017",6.8,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","SVK","Slovak Republic","2018","2018",6.7,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","LUX","Luxembourg","2002","2002",584076,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","LUX","Luxembourg","2003","2003",575935,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","LUX","Luxembourg","2004","2004",568728,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","LUX","Luxembourg","2005","2005",564439,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","LUX","Luxembourg","2006","2006",558696,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","LUX","Luxembourg","2007","2007",577406,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","LUX","Luxembourg","2008","2008",575854,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","LUX","Luxembourg","2009","2009",588794,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","LUX","Luxembourg","2010","2010",580732,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","LUX","Luxembourg","2011","2011",575849,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","LUX","Luxembourg","2012","2012",582679,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","LUX","Luxembourg","2013","2013",570147,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","LUX","Luxembourg","2014","2014",563383,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","LUX","Luxembourg","2015","2015",566710,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","LUX","Luxembourg","2016","2016",573058,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","LUX","Luxembourg","2017","2017",563617,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","LUX","Luxembourg","2018","2018",568956,"P","Provisional value"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2001","2001",10894.9,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2002","2002",11221.1,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2003","2003",11581.4,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2004","2004",12333.1,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2005","2005",12400.6,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2006","2006",12245.6,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2007","2007",12206.4,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2008","2008",12890.1,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2009","2009",12898,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2010","2010",12845.8,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2011","2011",12749.3,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2012","2012",12697.1,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2013","2013",12593,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2014","2014",12487.9,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2015","2015",12579.6,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2016","2016",12525.2,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2017","2017",12478.2,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2018","2018",12454.2,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ISL","Iceland","2000","2000",48133,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ISL","Iceland","2001","2001",49001,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ISL","Iceland","2002","2002",50482,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ISL","Iceland","2003","2003",46309,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ISL","Iceland","2004","2004",47863,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ISL","Iceland","2005","2005",48834,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ISL","Iceland","2006","2006",46876,"B","Break"
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ISL","Iceland","2007","2007",44484,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ISL","Iceland","2008","2008",45637,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ISL","Iceland","2009","2009",44715,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ISL","Iceland","2010","2010",42572,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ISL","Iceland","2011","2011",40479,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ISL","Iceland","2012","2012",40025,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ISL","Iceland","2013","2013",39133,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ISL","Iceland","2014","2014",38409,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ISL","Iceland","2015","2015",36808,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ISL","Iceland","2016","2016",38357,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ISL","Iceland","2017","2017",39246,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ISL","Iceland","2018","2018",38177,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CHE","Switzerland","2002","2002",12933.4,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CHE","Switzerland","2003","2003",13117.1,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CHE","Switzerland","2004","2004",13396.9,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CHE","Switzerland","2005","2005",13406.7,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CHE","Switzerland","2006","2006",13641.2,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CHE","Switzerland","2007","2007",13904.2,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CHE","Switzerland","2008","2008",14109.7,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CHE","Switzerland","2009","2009",15603.4,"B","Break"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CHE","Switzerland","2010","2010",15767.3,"B","Break"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CHE","Switzerland","2011","2011",15787.5,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CHE","Switzerland","2012","2012",15484.6,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CHE","Switzerland","2013","2013",15505.7,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CHE","Switzerland","2014","2014",15593.7,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CHE","Switzerland","2015","2015",15723.7,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CHE","Switzerland","2016","2016",15913,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CHE","Switzerland","2017","2017",15764.6,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CHE","Switzerland","2018","2018",15620.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DEU","Germany","2000","2000",11.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DEU","Germany","2001","2001",11.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DEU","Germany","2003","2003",10.7,"B","Break"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DEU","Germany","2004","2004",10.2,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DEU","Germany","2005","2005",10.2,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DEU","Germany","2006","2006",10.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DEU","Germany","2007","2007",10.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DEU","Germany","2008","2008",9.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DEU","Germany","2009","2009",9.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DEU","Germany","2010","2010",9.5,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DEU","Germany","2011","2011",9.3,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DEU","Germany","2012","2012",9.2,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DEU","Germany","2013","2013",9.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DEU","Germany","2014","2014",9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DEU","Germany","2015","2015",9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DEU","Germany","2016","2016",8.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DEU","Germany","2017","2017",8.9,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","NLD","Netherlands","2015","2015",8688385,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","NLD","Netherlands","2016","2016",8515399,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","NLD","Netherlands","2017","2017",8322819,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","NLD","Netherlands","2018","2018",8077815,"P","Provisional value"
"HUTICUDI","Curative care discharges","NOMBRENB","Number","NLD","Netherlands","2000","2000",1427776,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","NLD","Netherlands","2001","2001",1416333,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","NLD","Netherlands","2002","2002",1521000,"B","Break"
"HUTICUDI","Curative care discharges","NOMBRENB","Number","NLD","Netherlands","2003","2003",1579000,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","NLD","Netherlands","2004","2004",1657000,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","NLD","Netherlands","2005","2005",1684000,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","NLD","Netherlands","2006","2006",1737000,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","NLD","Netherlands","2007","2007",1762000,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","NLD","Netherlands","2008","2008",1804000,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","NLD","Netherlands","2009","2009",1879000,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","NLD","Netherlands","2010","2010",1914000,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","NLD","Netherlands","2015","2015",1729144,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","NLD","Netherlands","2016","2016",1702246,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","NLD","Netherlands","2017","2017",1650855,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","NLD","Netherlands","2018","2018",1598815,"P","Provisional value"
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","TUR","Turkey","2000","2000",7711.9,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","TUR","Turkey","2001","2001",8117.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","TUR","Turkey","2002","2002",8345.5,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","TUR","Turkey","2003","2003",8586.2,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","TUR","Turkey","2004","2004",9528,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","TUR","Turkey","2005","2005",10194.9,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","TUR","Turkey","2006","2006",11095.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","TUR","Turkey","2007","2007",12429.5,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","TUR","Turkey","2008","2008",13629.9,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","TUR","Turkey","2009","2009",13744.8,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","TUR","Turkey","2010","2010",14394.1,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","TUR","Turkey","2011","2011",15242.1,"B","Break"
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","TUR","Turkey","2012","2012",15762.3,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","TUR","Turkey","2013","2013",16073.9,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","TUR","Turkey","2014","2014",16705.3,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","TUR","Turkey","2015","2015",17114.8,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","TUR","Turkey","2016","2016",16785.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","TUR","Turkey","2017","2017",16885.5,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","TUR","Turkey","2018","2018",16588.1,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NZL","New Zealand","2000","2000",12400.5,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NZL","New Zealand","2001","2001",12642.3,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NZL","New Zealand","2002","2002",12348.4,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NZL","New Zealand","2003","2003",12260.2,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NZL","New Zealand","2004","2004",12349.7,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NZL","New Zealand","2005","2005",12218.5,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NZL","New Zealand","2006","2006",12384.6,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NZL","New Zealand","2007","2007",12574.3,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NZL","New Zealand","2008","2008",12735.6,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NZL","New Zealand","2009","2009",12962.8,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NZL","New Zealand","2010","2010",13185.6,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NZL","New Zealand","2011","2011",13150.6,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NZL","New Zealand","2012","2012",13385.7,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NZL","New Zealand","2013","2013",13281.2,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NZL","New Zealand","2014","2014",13376.1,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NZL","New Zealand","2015","2015",13318.5,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NZL","New Zealand","2016","2016",13155.2,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NZL","New Zealand","2017","2017",13130.9,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVK","Slovak Republic","2000","2000",1045240,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVK","Slovak Republic","2001","2001",1035311,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVK","Slovak Republic","2002","2002",996963,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVK","Slovak Republic","2003","2003",974978,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVK","Slovak Republic","2004","2004",976438,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVK","Slovak Republic","2005","2005",972043,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVK","Slovak Republic","2006","2006",981215,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVK","Slovak Republic","2007","2007",1018897,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVK","Slovak Republic","2008","2008",1008456,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVK","Slovak Republic","2009","2009",1021873,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVK","Slovak Republic","2010","2010",1010759,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVK","Slovak Republic","2011","2011",1009687,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVK","Slovak Republic","2012","2012",1029301,"B","Break"
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVK","Slovak Republic","2014","2014",1052702,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVK","Slovak Republic","2015","2015",1061730,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVK","Slovak Republic","2016","2016",1071654,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVK","Slovak Republic","2017","2017",1061067,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SVK","Slovak Republic","2018","2018",1040010,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","AUT","Austria","2000","2000",9.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","AUT","Austria","2001","2001",8.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","AUT","Austria","2002","2002",8.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","AUT","Austria","2003","2003",8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","AUT","Austria","2004","2004",8.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","AUT","Austria","2005","2005",8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","AUT","Austria","2006","2006",7.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","AUT","Austria","2007","2007",7.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","AUT","Austria","2008","2008",7.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","AUT","Austria","2009","2009",7.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","AUT","Austria","2010","2010",7.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","AUT","Austria","2011","2011",7.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","AUT","Austria","2012","2012",7.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","AUT","Austria","2013","2013",8.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","AUT","Austria","2014","2014",8.2,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","AUT","Austria","2015","2015",8.5,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","AUT","Austria","2016","2016",8.2,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","AUT","Austria","2017","2017",8.3,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","AUT","Austria","2018","2018",8.3,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","AUS","Australia","2000","2000",6.1,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","AUS","Australia","2001","2001",6.2,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","AUS","Australia","2002","2002",6.2,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","AUS","Australia","2003","2003",6.1,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","AUS","Australia","2004","2004",6.1,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","AUS","Australia","2005","2005",6,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","AUS","Australia","2006","2006",5.9,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","AUS","Australia","2008","2008",5.2,"B","Break"
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","AUS","Australia","2009","2009",5.1,,
